,Mois,Titre,Auteur,Doublons
1528,Découverte Rentrée 2022,Revenir à toi,Léonor de Recondo,False
1529,Découverte Rentrée 2022,La volonté,Marc Dugain,False
1530,Découverte Rentrée 2022,"Le cycle de Syffe, tome 3 : Les chiens et la charrue",Patrick K. Dewdney,False
1531,Découverte Rentrée 2022,Encore une journée divine,Denis Michelis,False
1532,Découverte Rentrée 2022,Apaiser nos tempêtes,Jean Hegland,False
1533,Découverte Rentrée 2022,Ma meilleure amie,Fabienne Jacob,False
1534,Découverte Rentrée 2022,L'Évangile du Nouveau Monde,Maryse Condé,False
1535,Découverte Rentrée 2022,Plasmas,Céline Minard,False
1537,Découverte Rentrée 2022,La femme ourse,Karolina Ramqvist,False
1538,Découverte Rentrée 2022,Il était une fois à Hollywood,Quentin Tarantino,False
1539,Découverte Rentrée 2022,La fille qu'on appelle,Tanguy Viel,False
1540,Découverte Rentrée 2022,L'île du docteur Faust,Stéphanie Janicot,False
1542,Découverte Rentrée 2022,Une certaine raison de vivre,Philippe Torreton,False
1546,Découverte Rentrée 2022,"Quatre heures, vingt-deux minutes et dix-huit secondes",Lionel Shriver,False
1547,Découverte Rentrée 2022,La porte du voyage sans retour,David Diop,False
1548,Découverte Rentrée 2022,Rêver debout,Lydie Salvayre,False
1550,Découverte Rentrée 2022,Le syndrome de Beyrouth,Alexandre Najjar,False
1552,Découverte Rentrée 2022,Vrac,Bertrand Belin,False
1553,Découverte Rentrée 2022,"Chroniques de Mertvecgorod, tome 2 : Feminicid",Christophe Siébert,False
1555,Découverte Rentrée 2022,Le voyage dans l'Est,Christine Angot,False
1557,Découverte Rentrée 2022,Au printemps des monstres,Philippe Jaenada,False
1558,Découverte Rentrée 2022,L'intrusive,Claudine Dumont,False
1559,Découverte Rentrée 2022,Les étoiles les plus filantes,Estelle-Sarah Bulle,False
1561,Découverte Rentrée 2022,La danse de l'eau,Ta-Nehisi Coates,False
1563,Découverte Rentrée 2022,Le grand rire des hommes assis au bord du monde,Philipp Weiss,False
1564,Découverte Rentrée 2022,"Et d'un seul bras, la soeur balaie sa maison",Cherie Jones,False
1565,Découverte Rentrée 2022,Son fils,Justine Lévy,False
1566,Découverte Rentrée 2022,Tout ce que dit Manon est vrai,Manon Fargetton,False
1567,Découverte Rentrée 2022,La carte postale,Anne Berest,False
1568,Découverte Rentrée 2022,Les fruits tombent des arbres,Florent Oiseau,False
1569,Découverte Rentrée 2022,Femme du ciel et des tempêtes,Wilfried N'Sondé,False
1570,Découverte Rentrée 2022,Milwaukee blues,Louis-Philippe Dalembert,False
1571,Découverte Rentrée 2022,Les chiens de faïence,Thomas Louis,False
1572,Découverte Rentrée 2022,Mon mari,Maud Ventura,False
1573,Découverte Rentrée 2022,Basculer,Florian Forestier,False
1574,Découverte Rentrée 2022,Climax,Thomas B. Reverdy,False
1576,Découverte Rentrée 2022,Ce qui gronde,Marie Petitcuénot,False
1577,Découverte Rentrée 2022,La fabrique des souvenirs,Clélia Renucci,False
1578,Découverte Rentrée 2022,L'école de Topeka,Ben Lerner,False
1579,Découverte Rentrée 2022,Satires,Edgar Hilsenrath,False
1580,Découverte Rentrée 2022,Bangkok déluge,Pitchaya Sudbanthad,False
1581,Découverte Rentrée 2022,Le cercueil de Job,Lance Weller,False
1582,Découverte Rentrée 2022,True story,Kate Reed Petty,False
1584,Découverte Rentrée 2022,Satisfaction,Nina Bouraoui,False
1585,Découverte Rentrée 2022,L'anarchiste qui s'appelait comme moi,Pablo Martín Sánchez,False
1586,Découverte Rentrée 2022,La vérité sur la lumière,Auður Ava Ólafsdóttir,False
1587,Découverte Rentrée 2022,Le créateur de poupées,Nina Allan,False
1588,Découverte Rentrée 2022,La splendeur et l'infamie,Erik Larson,False
1590,Découverte Rentrée 2022,Les aquatiques,Osvalde Lewat,False
1591,Découverte Rentrée 2022,Les garçons de la cité-jardin,Dan Nisand,False
1592,Découverte Rentrée 2022,Poussière dans le vent,Leonardo Padura,False
1593,Découverte Rentrée 2022,Badroulboudour,Jean-Baptiste de Froment,False
1594,Découverte Rentrée 2022,"Vent blanc, noir cavalier",Luke Rhinehart,False
1596,Découverte Rentrée 2022,Atmosphère,Jenny Offill,False
1597,Découverte Rentrée 2022,Lecture facile,Cristina Morales,False
1598,Découverte Rentrée 2022,Le voyant d'Étampes,Abel Quentin,False
1599,Découverte Rentrée 2022,La force décuplée des perdants,Nicolas Maleski,False
1600,Découverte Rentrée 2022,Rends-moi fière,Nicole Dennis-Benn,False
1601,Découverte Rentrée 2022,L'éternel fiancé,Agnès Desarthe,False
1602,Découverte Rentrée 2022,Villebasse,Anna de Sandre,False
1603,Découverte Rentrée 2022,Revenir fils,Christophe Perruchas,False
1605,Découverte Rentrée 2022,Où vivaient les gens heureux,Joyce Maynard,False
1606,Découverte Rentrée 2022,Une soupe à la grenade,Marsha Mehran,False
1607,Découverte Rentrée 2022,Mamba Point Blues,Christophe Naigeon,False
1608,Découverte Rentrée 2022,Le Pavillon des combattantes,Emma Donoghue,False
1609,Découverte Rentrée 2022,Ce qu'il nous faut de remords et d'espérance,Céline Lapertot,False
1610,Découverte Rentrée 2022,Black sunday,Tola Rotimi Abraham,False
1611,Découverte Rentrée 2022,8 heures et 35 minutes,Fotini Tsalikoglou,False
1612,Découverte Rentrée 2022,Implosions,Hyam Yared Schoucair,False
1618,Rentrée 2021,Le premier exil,Santiago H. Amigorena,False
1620,Rentrée 2021,L'arbre ou la maison,Azouz Begag,False
1629,Rentrée 2021,Au-delà de la mer,Paul Lynch,False
1631,Rentrée 2021,Lorsque le dernier arbre,Michael Christie,False
1632,Rentrée 2021,L'éblouissement des petites filles,Timothée Stanculescu,False
1634,Rentrée 2021,Souvenirs de ma vie d'hôtel,Jacques Fieschi,False
1635,Rentrée 2021,Galerie des glaces,Eric Garandeau,False
1637,Rentrée 2021,Hors de toi,Sandrine Girard,False
1642,Rentrée 2021,Là où la caravane passe,Céline Laurens,False
1643,Rentrée 2021,Mise à feu,Clara Ysé,False
1653,Rentrée 2021,Furies,Julie Ruocco,False
1655,Rentrée 2021,Double Nelson,Philippe Djian,False
1657,Rentrée 2021,S'adapter,Clara Dupont-Monod,False
1658,Rentrée 2021,D'oncle,Rebecca Gisler,False
1659,Rentrée 2021,Mortepeau,Natalia García Freire,False
1660,Rentrée 2021,Ombres portées,Ariana Neumann,False
1672,Rentrée 2021,Shuggie Bain,Douglas Stuart,False
